"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"46421267","2020-06-08T23:33:48.000",,"DOT","Department of Transportation","Street Condition","Pothole",,"11203","976 EAST   45 STREET","EAST   45 STREET","FARRAGUT ROAD","FOSTER AVENUE",,,"ADDRESS","BROOKLYN",,,"Open",,"The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.","2020-06-08T23:33:48.000","17 BROOKLYN","3049910043","BROOKLYN","1002652","171479","UNKNOWN","Unspecified","BROOKLYN",,,,,,,,"40.63732771792888","-73.93369639350152","
,  
(40.63732771792888, -73.93369639350152)"
"46418729","2020-06-08T23:33:46.000","2020-06-08T23:53:34.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding",,"10461","1405 ROWLAND STREET","ROWLAND STREET","WESTCHESTER AVENUE","TRATMAN AVENUE","WESTCHESTER AVENUE","TRATMAN AVENUE",,"BRONX","ROWLAND STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:53:36.000","10 BRONX","2039730036","BRONX","1026929","244563","PHONE","Unspecified","BRONX",,,,,,,,"40.837841092064664","-73.84576125041032","
,  
(40.837841092064664, -73.84576125041032)"
"46413402","2020-06-08T23:33:44.000","2020-06-09T00:09:19.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11219","934 46 STREET","46 STREET","9 AVENUE","10 AVENUE","9 AVENUE","10 AVENUE",,"BROOKLYN","46 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-06-09T04:09:25.000","12 BROOKLYN","3056190020","BROOKLYN","984717","172991","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.641496937956454","-73.99831726356048","
,  
(40.641496937956454, -73.99831726356048)"
"46416276","2020-06-08T23:33:42.000","2020-06-08T23:56:01.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11207","1022 HENDRIX STREET","HENDRIX STREET","COZINE AVENUE","FLATLANDS AVENUE","COZINE AVENUE","FLATLANDS AVENUE",,"BROOKLYN","HENDRIX STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:56:04.000","05 BROOKLYN","3044190011","BROOKLYN","1017147","178412","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.65631531240105","-73.88143620185556","
,  
(40.65631531240105, -73.88143620185556)"
"46417413","2020-06-08T23:33:31.000","2020-06-08T23:46:59.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"11223","2411 EAST    3 STREET","EAST    3 STREET","AVENUE W","AVENUE X","AVENUE W","AVENUE X",,"BROOKLYN","EAST    3 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T03:47:01.000","15 BROOKLYN","3071790042","BROOKLYN","993268","154723","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.5913504885388","-73.96752993169969","
,  
(40.5913504885388, -73.96752993169969)"
"46418022","2020-06-08T23:33:26.000","2020-06-08T23:49:43.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10040","WEST  189 STREET","WEST  189 STREET","WADSWORTH TERRACE","WEST  189 STREET","WADSWORTH TERRACE","WEST  189 STREET",,,,,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T03:49:45.000","12 MANHATTAN",,"MANHATTAN","1003036","250841","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.85515549806756","-73.93209113995978","
,  
(40.85515549806756, -73.93209113995978)"
"46413051","2020-06-08T23:33:18.000",,"HPD","Department of Housing Preservation and Development","UNSANITARY CONDITION","PESTS","RESIDENTIAL BUILDING","11223","217 QUENTIN ROAD","QUENTIN ROAD",,,,,"ADDRESS","BROOKLYN",,,"Open",,"The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.","2020-06-08T00:00:00.000","11 BROOKLYN","3066270043","BROOKLYN","990316","160084","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.6060678604924","-73.97815404177831","
,  
(40.6060678604924, -73.97815404177831)"
"46417951","2020-06-08T23:33:12.000","2020-06-08T23:47:39.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11225","451 KINGSTON AVENUE","KINGSTON AVENUE","EMPIRE BOULEVARD","LEFFERTS AVENUE","EMPIRE BOULEVARD","LEFFERTS AVENUE",,"BROOKLYN","KINGSTON AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:47:40.000","09 BROOKLYN","3013260001","BROOKLYN","1000134","181014","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.663504089172804","-73.94274645441016","
,  
(40.663504089172804, -73.94274645441016)"
"46416000","2020-06-08T23:33:09.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10451","804 BROOK AVENUE","BROOK AVENUE","EAST  158 STREET","EAST  158 STREET","EAST  158 STREET","EAST  158 STREET",,"BRONX","BROOK AVENUE",,"In Progress",,,,"01 BRONX","2023607501","BRONX","1008782","238459","MOBILE","Unspecified","BRONX",,,,,,,,"40.82115642402169","-73.91136542560724","
,  
(40.82115642402169, -73.91136542560724)"
"46413720","2020-06-08T23:32:42.000","2020-06-09T00:21:21.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11377","50-25 NEWTOWN ROAD","NEWTOWN ROAD","50 STREET","NORTHERN BOULEVARD","50 STREET","NORTHERN BOULEVARD",,"WOODSIDE","NEWTOWN ROAD",,"Closed",,"The Police Department responded to the complaint and a report was prepared.","2020-06-09T04:21:24.000","01 QUEENS","4007360002","QUEENS","1008831","214049","ONLINE","Unspecified","QUEENS",,,,,,,,"40.75415741158933","-73.91127771428566","
,  
(40.75415741158933, -73.91127771428566)"
"46415774","2020-06-08T23:32:32.000","2020-06-08T23:51:12.000","NYPD","New York City Police Department","Illegal Fireworks","N/A","Street/Sidewalk","11692","54-49 ALMEDA AVENUE","ALMEDA AVENUE","BEACH   54 STREET","BEACH   58 STREET","BEACH   54 STREET","BEACH   58 STREET",,"ARVERNE","ALMEDA AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-06-09T03:51:13.000","14 QUEENS","4160020001","QUEENS","1043415","157069","ONLINE","Unspecified","QUEENS",,,,,,,,"40.59759688921185","-73.78695130198061","
,  
(40.59759688921185, -73.78695130198061)"
"46422080","2020-06-08T23:32:30.000","2020-06-08T23:46:28.000","NYPD","New York City Police Department","Illegal Parking","Blocked Sidewalk","Street/Sidewalk","11226","49 EAST   19 STREET","EAST   19 STREET","TENNIS COURT","ALBEMARLE ROAD","TENNIS COURT","ALBEMARLE ROAD",,"BROOKLYN","EAST   19 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T03:46:33.000","14 BROOKLYN","3051000051","BROOKLYN","994827","175473","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.64830318910063","-73.96188411235836","
,  
(40.64830318910063, -73.96188411235836)"
"46419444","2020-06-08T23:32:28.000","2020-06-09T01:29:12.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","11233","675 HALSEY STREET","HALSEY STREET","PATCHEN AVENUE","RALPH AVENUE","PATCHEN AVENUE","RALPH AVENUE",,"BROOKLYN","HALSEY STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-06-09T05:29:14.000","03 BROOKLYN","3016630086","BROOKLYN","1005015","188724","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.68465619610656","-73.92512924660792","
,  
(40.68465619610656, -73.92512924660792)"
"46416888","2020-06-08T23:32:12.000","2020-06-08T23:37:14.000","NYPD","New York City Police Department","Non-Emergency Police Matter","Social Distancing","Park/Playground","11101","HUNTERS POINT SOUTH LANDING","HUNTERS POINT SOUTH LANDING","CENTER BOULEVARD","CENTER BOULEVARD","CENTER BOULEVARD","CENTER BOULEVARD",,"LONG ISLAND CITY","HUNTERS POINT SOUTH LANDING",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2020-06-09T03:37:16.000","02 QUEENS",,"QUEENS","995003","209548","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74183092912221","-73.96119547212744","
,  
(40.74183092912221, -73.96119547212744)"
"46421815","2020-06-08T23:31:55.000","2020-06-08T23:57:33.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10465","235 QUINCY AVENUE","QUINCY AVENUE","HARDING AVENUE","LAWTON AVENUE","HARDING AVENUE","LAWTON AVENUE",,"BRONX","QUINCY AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:57:34.000","10 BRONX","2055920039","BRONX","1034418","236709","MOBILE","Unspecified","BRONX",,,,,,,,"40.81624477944797","-73.81875535765772","
,  
(40.81624477944797, -73.81875535765772)"
"46413636","2020-06-08T23:31:47.000","2020-06-09T00:49:00.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11237","343 GROVE STREET","GROVE STREET","IRVING AVENUE","WYCKOFF AVENUE","IRVING AVENUE","WYCKOFF AVENUE",,"BROOKLYN","GROVE STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T04:49:03.000","04 BROOKLYN","3033190054","BROOKLYN","1007997","194224","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.69974492053709","-73.91435789811844","
,  
(40.69974492053709, -73.91435789811844)"
"46421881","2020-06-08T23:31:27.000","2020-06-09T00:02:05.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11357","154-41 21 AVENUE","21 AVENUE","154 STREET","157 STREET","154 STREET","157 STREET",,"WHITESTONE","21 AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T04:02:06.000","07 QUEENS","4047370060","QUEENS","1037281","223297","MOBILE","Unspecified","QUEENS",,,,,,,,"40.77941585464983","-73.80851799282462","
,  
(40.77941585464983, -73.80851799282462)"
"46413745","2020-06-08T23:31:12.000","2020-06-08T23:48:31.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","10035","1465 5 AVENUE","5 AVENUE","EAST  118 STREET","EAST  119 STREET","EAST  118 STREET","EAST  119 STREET",,"NEW YORK","5 AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T03:48:32.000","11 MANHATTAN","1017457502","MANHATTAN","999387","231547","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.80220600652392","-73.94532531186395","
,  
(40.80220600652392, -73.94532531186395)"
"46423842","2020-06-08T23:31:04.000","2020-06-08T23:41:56.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","10468","2414 CRESTON AVENUE","CRESTON AVENUE","EAST  184 STREET","EAST  188 STREET","EAST  184 STREET","EAST  188 STREET",,"BRONX","CRESTON AVENUE",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2020-06-09T03:41:58.000","05 BRONX","2031650022","BRONX","1012152","252944","PHONE","Unspecified","BRONX",,,,,,,,"40.86090349561791","-73.89912929801893","
,  
(40.86090349561791, -73.89912929801893)"
"46415093","2020-06-08T23:30:48.000","2020-06-08T23:45:10.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11212","217 EAST   93 STREET","EAST   93 STREET","WINTHROP STREET","CLARKSON AVENUE","WINTHROP STREET","CLARKSON AVENUE",,"BROOKLYN","EAST   93 STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2020-06-09T03:45:13.000","17 BROOKLYN","3046290064","BROOKLYN","1005248","179781","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.6601091263699","-73.92431699633231","
,  
(40.6601091263699, -73.92431699633231)"
"46423786","2020-06-08T23:30:38.000","2020-06-09T00:02:23.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","10456","638 EAST  169 STREET","EAST  169 STREET","BEND","BOSTON ROAD","BEND","BOSTON ROAD",,"BRONX","EAST  169 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:02:26.000","03 BRONX","2026150034","BRONX","1011700","242043","ONLINE","Unspecified","BRONX",,,,,,,,"40.83098489147542","-73.90080798256308","
,  
(40.83098489147542, -73.90080798256308)"
"46420802","2020-06-08T23:29:52.000","2020-06-08T23:36:51.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10032","993 ST NICHOLAS AVENUE","ST NICHOLAS AVENUE","WEST  160 STREET","SYLVAN TERRACE","WEST  160 STREET","SYLVAN TERRACE",,"NEW YORK","ST NICHOLAS AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:36:56.000","12 MANHATTAN",,"MANHATTAN","1000855","243367","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.83464593760618","-73.93999366628465","
,  
(40.83464593760618, -73.93999366628465)"
"46415157","2020-06-08T23:29:42.000","2020-06-08T23:48:52.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","10037","28 WEST  131 STREET","WEST  131 STREET","5 AVENUE","LENOX AVENUE","5 AVENUE","LENOX AVENUE",,"NEW YORK","WEST  131 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:48:55.000","10 MANHATTAN","1017280051","MANHATTAN","1000703","234625","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.81065191293579","-73.94056439134113","
,  
(40.81065191293579, -73.94056439134113)"
"46419106","2020-06-08T23:29:37.000","2020-06-08T23:46:31.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11365","67-31 161 STREET","161 STREET","160 STREET","JEWEL AVENUE","160 STREET","JEWEL AVENUE",,"FRESH MEADOWS","161 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:46:35.000","08 QUEENS","4067920600","QUEENS","1037497","206444","ONLINE","Unspecified","QUEENS",,,,,,,,"40.7331574779956","-73.80787153965106","
,  
(40.7331574779956, -73.80787153965106)"
"46418034","2020-06-08T23:29:34.000","2020-06-09T00:50:54.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10458","200 EAST MOSHOLU PARKWAY SOUTH","EAST MOSHOLU PARKWAY SOUTH","EAST  204 STREET","BRIGGS AVENUE","EAST  204 STREET","BRIGGS AVENUE",,"BRONX","EAST MOSHOLU PARKWAY SOUTH",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T04:50:56.000","07 BRONX","2033090061","BRONX","1016512","257616","PHONE","Unspecified","BRONX",,,,,,,,"40.87371184587149","-73.8833446455057","
,  
(40.87371184587149, -73.8833446455057)"
"46421986","2020-06-08T23:29:33.000",,"DOT","Department of Transportation","Curb Condition","Broken Curb","Sidewalk","10028","127 EAST   81 STREET","EAST   81 STREET","PARK AVENUE","LEXINGTON AVENUE","PARK AVENUE","LEXINGTON AVENUE",,"NEW YORK","EAST   81 STREET",,"In Progress",,,,"08 MANHATTAN","1015100113","MANHATTAN","995751","222184","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.77651256917835","-73.95847453606785","
,  
(40.77651256917835, -73.95847453606785)"
"46416482","2020-06-08T23:29:11.000","2020-06-09T00:02:39.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10029","308 EAST  116 STREET","EAST  116 STREET","2 AVENUE","1 AVENUE","2 AVENUE","1 AVENUE",,"NEW YORK","EAST  116 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:02:41.000","11 MANHATTAN","1016870046","MANHATTAN","1001628","229567","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.79676732476925","-73.93723596980197","
,  
(40.79676732476925, -73.93723596980197)"
"46415061","2020-06-08T23:29:07.000","2020-06-08T23:41:15.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10453","2070 CRESTON AVENUE","CRESTON AVENUE","EAST BURNSIDE AVENUE","EAST  180 STREET","EAST BURNSIDE AVENUE","EAST  180 STREET",,"BRONX","CRESTON AVENUE",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2020-06-09T03:41:17.000","05 BRONX","2031600009","BRONX","1010779","250254","PHONE","Unspecified","BRONX",,,,,,,,"40.853524488006705","-73.90410357979177","
,  
(40.853524488006705, -73.90410357979177)"
"46413120","2020-06-08T23:28:56.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11233","MACDONOUGH STREET","MACDONOUGH STREET","MACDONOUGH STREET","SARATOGA AVENUE","MACDONOUGH STREET","SARATOGA AVENUE",,,,,"In Progress",,,,"03 BROOKLYN",,"BROOKLYN","1007155","188499","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.684033343601605","-73.9174139834465","
,  
(40.684033343601605, -73.9174139834465)"
"46423094","2020-06-08T23:28:48.000","2020-06-08T23:34:22.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"11207","333 GEORGIA AVENUE","GEORGIA AVENUE","SUTTER AVENUE","BLAKE AVENUE","SUTTER AVENUE","BLAKE AVENUE",,"BROOKLYN","GEORGIA AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:34:25.000","05 BROOKLYN","3037700001","BROOKLYN","1012838","182860","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66853904068325","-73.89694735727659","
,  
(40.66853904068325, -73.89694735727659)"
"46413658","2020-06-08T23:28:46.000","2020-06-08T23:34:43.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11207","333 GEORGIA AVENUE","GEORGIA AVENUE","SUTTER AVENUE","BLAKE AVENUE","SUTTER AVENUE","BLAKE AVENUE",,"BROOKLYN","GEORGIA AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:34:46.000","05 BROOKLYN","3037700001","BROOKLYN","1012838","182860","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.66853904068325","-73.89694735727659","
,  
(40.66853904068325, -73.89694735727659)"
"46419429","2020-06-08T23:28:42.000","2020-06-08T23:54:31.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","11206","56 BOERUM STREET","BOERUM STREET","LORIMER STREET","LEONARD STREET","LORIMER STREET","LEONARD STREET",,"BROOKLYN","BOERUM STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:54:36.000","01 BROOKLYN","3030770001","BROOKLYN","998923","196320","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.70551764564435","-73.94707814642396","
,  
(40.70551764564435, -73.94707814642396)"
"46420827","2020-06-08T23:28:42.000","2020-06-08T23:43:46.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10034","222 SEAMAN AVENUE","SEAMAN AVENUE","WEST  214 STREET","WEST  215 STREET","WEST  214 STREET","WEST  215 STREET",,"NEW YORK","SEAMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T03:43:48.000","12 MANHATTAN","1022500027","MANHATTAN","1006609","256648","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.87108562568783","-73.91915585966319","
,  
(40.87108562568783, -73.91915585966319)"
"46414838","2020-06-08T23:28:26.000","2020-06-08T23:59:11.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11385","69-01 66 PLACE","66 PLACE","OTTO ROAD","70 AVENUE","OTTO ROAD","70 AVENUE",,"RIDGEWOOD","66 PLACE",,"Closed",,"The Police Department issued a summons in response to the complaint.","2020-06-09T03:59:14.000","05 QUEENS","4036470005","QUEENS","1015017","196300","ONLINE","Unspecified","QUEENS",,,,,,,,"40.70542142634007","-73.88903123729045","
,  
(40.70542142634007, -73.88903123729045)"
"46420888","2020-06-08T23:28:02.000","2020-06-08T23:36:38.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10032","555 WEST  160 STREET","WEST  160 STREET","AMSTERDAM AVENUE","BROADWAY","AMSTERDAM AVENUE","BROADWAY",,"NEW YORK","WEST  160 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:36:39.000","12 MANHATTAN","1021190001","MANHATTAN","1000263","243627","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.83536065559455","-73.9421323854915","
,  
(40.83536065559455, -73.9421323854915)"
"46413214","2020-06-08T23:28:01.000","2020-06-08T23:45:00.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11226","259 EAST   23 STREET","EAST   23 STREET","CORTELYOU ROAD","CLARENDON ROAD","CORTELYOU ROAD","CLARENDON ROAD",,"BROOKLYN","EAST   23 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T03:45:03.000","14 BROOKLYN","3051670056","BROOKLYN","996584","173723","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.64349754471536","-73.95555568645014","
,  
(40.64349754471536, -73.95555568645014)"
"46417930","2020-06-08T23:27:53.000","2020-06-08T23:50:43.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11207","170 SCHAFFER STREET","SCHAFFER STREET","CENTRAL AVENUE","WILSON AVENUE","CENTRAL AVENUE","WILSON AVENUE",,"BROOKLYN","SCHAEFER STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-06-09T03:50:45.000","04 BROOKLYN","3034290014","BROOKLYN","1009711","190417","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.689290828057324","-73.90819085628131","
,  
(40.689290828057324, -73.90819085628131)"
"46418750","2020-06-08T23:27:51.000","2020-06-08T23:54:33.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10466","622 EAST  226 STREET","EAST  226 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE",,"BRONX","EAST  226 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T03:54:36.000","12 BRONX","2048270154","BRONX","1022248","263303","ONLINE","Unspecified","BRONX",,,,,,,,"40.88929804124793","-73.86257175750697","
,  
(40.88929804124793, -73.86257175750697)"
"46413129","2020-06-08T23:27:44.000","2020-06-09T00:01:53.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music",,"11233","753 MCDONOUGH STREET","MCDONOUGH STREET","SARATOGA AVENUE","THOMAS S BOYLAND STREET","SARATOGA AVENUE","THOMAS S BOYLAND STREET",,"BROOKLYN","MAC DONOUGH STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T04:01:56.000","16 BROOKLYN","3014980061","BROOKLYN","1007515","188557","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.68419160138308","-73.91611577192597","
,  
(40.68419160138308, -73.91611577192597)"
"46417981","2020-06-08T23:27:43.000","2020-06-08T23:48:45.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10025","15 WEST  103 STREET","WEST  103 STREET","CENTRAL PARK WEST","MANHATTAN AVENUE","CENTRAL PARK WEST","MANHATTAN AVENUE",,"NEW YORK","WEST  103 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:48:47.000","07 MANHATTAN","1018390022","MANHATTAN","994671","229469","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.79650928453164","-73.96236267766334","
,  
(40.79650928453164, -73.96236267766334)"
"46423811","2020-06-08T23:27:39.000","2020-06-09T00:01:36.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","11225","2100 BEEKMAN PLACE","BEEKMAN PLACE","DEAD END","FLATBUSH AVENUE","DEAD END","FLATBUSH AVENUE",,"BROOKLYN","BEEKMAN PLACE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:01:40.000","09 BROOKLYN","3050260085","BROOKLYN","995071","179734","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.659998407531084","-73.96099798320904","
,  
(40.659998407531084, -73.96099798320904)"
"46423213","2020-06-08T23:27:29.000","2020-06-08T23:41:14.000","NYPD","New York City Police Department","Noise - Park","Loud Music/Party","Park/Playground","11206","69 BOERUM STREET","BOERUM STREET","LORIMER STREET","LEONARD STREET","LORIMER STREET","LEONARD STREET",,"BROOKLYN","BOERUM STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:41:17.000","01 BROOKLYN","3030680001","BROOKLYN","999015","196338","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.7055668983566","-73.94674628596931","
,  
(40.7055668983566, -73.94674628596931)"
"46414576","2020-06-08T23:27:24.000","2020-06-08T23:36:35.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10027","285 ST NICHOLAS AVENUE","ST NICHOLAS AVENUE","MANHATTAN AVENUE","WEST  125 STREET","MANHATTAN AVENUE","WEST  125 STREET",,"NEW YORK","ST NICHOLAS AVENUE",,"Closed",,"The Police Department responded to the complaint but officers were unable to gain entry into the premises.","2020-06-09T03:36:37.000","09 MANHATTAN","1019510014","MANHATTAN","997307","234549","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.810448985813785","-73.95283241025541","
,  
(40.810448985813785, -73.95283241025541)"
"46423637","2020-06-08T23:27:11.000","2020-06-08T23:48:06.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11225","368 EASTERN PARKWAY","EASTERN PARKWAY","FRANKLIN AVENUE","BEDFORD AVENUE","FRANKLIN AVENUE","BEDFORD AVENUE",,"BROOKLYN","EASTERN PARKWAY",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T03:48:08.000","09 BROOKLYN","3012660022","BROOKLYN","996290","183516","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.67037758330842","-73.9565976009247","
,  
(40.67037758330842, -73.9565976009247)"
"46421405","2020-06-08T23:27:08.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","RESIDENTIAL BUILDING","10002","48 DELANCEY STREET","DELANCEY STREET",,,,,"ADDRESS","NEW YORK",,,"Open",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2020-06-08T00:00:00.000","03 MANHATTAN","1004200070","MANHATTAN","986584","201440","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.719582684092195","-73.9915800677551","
,  
(40.719582684092195, -73.9915800677551)"
